Seriation_Number	Assemblage	8747428-3-1	5817790-5514301-9885816	3-3-1642721	3-7661413-1	5817790-5514301-3155459	4812328-4911238-1201087	412298-1389117-7348078	1202764-1-7348078	412298-6024320-7348078	3701711-3797726-7472059	3750475-1545863-2	4020137-1-6611426	412298-1-1863776	3750475-1-7348078	3-4887293-1	7674605-1-7348078	3-2-2	3-3-6833937	6527948-1-7348078	3-3-1	3-3-3	4812328-3-6931415	412298-8001689-7348078	0-1-2	4812328-3-1642721	4750371-1-7348078	3-5514301-9885816	5325197-960067-6611426	808903-5514301-9885816	5109645-1-7348078	3701711-3-7472059	4750371-9626936-6611426	6400441-1-7348078	3750475-1-2	2-4-3	3750475-1-3805113	3-7867265-1	3-5514301-2041369	5817790-8245660-3155459	4812328-3-5249940	4110975-7554510-6611426	3750475-4162886-7348078	1-3407854-4	4812328-3-1201087	412298-1-7348078	7331916-3-1642721	4812328-3-99355	4750371-9626936-2449238	5898407-9626936-6611426	4812328-9514273-1201087	7674605-1-1139042	0-3620350-2	412298-1-2957559	1-4-4	4750371-9626936-4432969	5109645-4787791-7348078	412298-1-8002703	5325197-1-6611426	3423956-3-1201087	4750371-1-6611426	5325197-7554510-6611426	4067697-3-1201087	412298-2874353-7348078	412298-7080700-7348078	1123723-1-6611426	6019964-3-1
4	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
4	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
4	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

5	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
5	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
5	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

6	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
6	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
6	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

7	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
7	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
7	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

8	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
8	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
8	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

9	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
9	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
9	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

10	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
10	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
10	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

11	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
11	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
11	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

12	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
12	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
12	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

13	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
13	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
13	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

14	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
14	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
14	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

15	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
15	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
15	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

16	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
16	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
16	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

17	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
17	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
17	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

18	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
18	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
18	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

19	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
19	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
19	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

20	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
20	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
20	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

21	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
21	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
21	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

22	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
22	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
22	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

23	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
23	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
23	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17

24	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
24	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
24	assemblage-485-929	0	0	0	0	0	0	0	0	0	0	13	0	0	76	0	0	0	0	0	52	0	0	0	0	0	0	16	0	0	0	0	0	0	188	64	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	14

25	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
25	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	290	0	0	46	0	0	0	0	13
25	assemblage-596-545	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

26	assemblage-470-474	0	113	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
26	assemblage-227-417	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	129	0	0	0	0	0	0	0	0	0	4	15	0	19	0	0	0	0	0	21
26	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17

27	assemblage-470-474	0	113	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
27	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16
27	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17

28	assemblage-470-474	0	113	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
28	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
28	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17

29	assemblage-470-474	0	113	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
29	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	32
29	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	70	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	16

30	assemblage-470-474	0	113	68	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	197	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
